F,completed_cells,df,effect,error_df,failed_cells_excluded_not_imputed,outcome,p_value,partial_eta_squared,sum_squares
62.453569261707074,1065,8,representation_main,997,15,log2(serialized_output_bytes),8.934457051007106e-83,0.3338360428357768,77.22965557728219
1080.2844713953245,1065,4,compiler_main,997,15,log2(serialized_output_bytes),0.0,0.8125283658584526,667.9361855344089
31.472947769608822,1065,32,representation_x_compiler,997,15,log2(serialized_output_bytes),6.629113187513711e-128,0.5025283556303392,155.6769257534821
74.19517285370836,1065,8,representation_main,997,15,log2(output_gates),8.257307392058289e-96,0.3731772877408223,95.44386856131251
2010.8072138428931,1065,4,compiler_main,997,15,log2(output_gates),0.0,0.8897151813355259,1293.3403349471932
37.66748087506445,1065,32,representation_x_compiler,997,15,log2(output_gates),9.03771721608831e-148,0.5473036755801881,193.82016136084604
5.054263233409497,1065,8,representation_main,997,15,log2(wall_runtime_s),3.559322973907009e-06,0.038975107564517365,0.6011418292930166
1989.3903334348909,1065,4,compiler_main,997,15,log2(wall_runtime_s),0.0,0.8886600959174359,118.3066343194953
1.7247597542588586,1065,32,representation_x_compiler,997,15,log2(wall_runtime_s),0.007799229743534839,0.05245458601025663,0.8205549935844747
