schema,campaign_id,target_id,requested_gates,pipeline_id,pipeline_category,status,seed,epsilon_total,epsilon_algorithmic,epsilon_synthesis,epsilon_logical,allocated_total,realized_algorithmic_error_bound,realized_total_error_bound,epsilon_total_slack,qec_profile,physical_error_rate,cycle_time_seconds,certificate_sha256,certificate_kind,certificate_dense_passed,certificate_symbolic_status,compile_runtime_s,logical_qubits,output_gates,output_depth,output_cx,logical_rotations,bridge_format,bridge_input_gates,bridge_input_bytes,semantic_recovery_before_synthesis,allocation_policy,logical_t_states,allocated_synthesis_error,reported_synthesis_error_union_bound,allocation_steps,equal_decimal_precision,code_distance,clifford_cycles,factory_cycles,cycles,logical_error_per_patch_cycle,data_logical_failure_bound,factory_logical_failure_bound,distillation_failure_bound,logical_failure_bound,factory_profile,requested_factories,factories,data_physical_qubits,factory_physical_qubits,physical_qubits,runtime_seconds,spacetime_qubit_cycles,spacetime_qubit_seconds,pareto_qubits_runtime,bridge_output_bytes
ucc.qre.campaign-results.v1,w7-fixed-total-error-20260803-local,hdiag-4000,4000,semantic_first,semantic-first,completed_valid,20260803,1e-06,1e-07,4.5e-07,4.5e-07,1e-06,1e-07,5.120864e-07,4.879135999999999e-07,surface_code_improved,0.0001,5e-07,84219116c634ea0f5fc37ffaadf52208a6c49fa11ec33285028edacbc968d866,exact_commuting_pauli_clifford_canonical_v1,True,completed_valid,11.168826792039908,4,42,24,12,22,native Qiskit semantic circuit,3998,74723,True,equal_decimal,1210,2.2e-07,1.08625036e-07,0,8,11,264,119790,120054,1.0000000000000003e-13,4.8021600000000016e-08,1.4406480000000003e-07,4.235000000000004e-35,1.9208640000000004e-07,serial_1,1,1,968,2904,3872,0.060027,464849088,232.424544,True,
ucc.qre.campaign-results.v1,w7-fixed-total-error-20260803-local,hdiag-4000,4000,semantic_first,semantic-first,completed_valid,20260803,1e-06,1e-07,4.5e-07,4.5e-07,1e-06,1e-07,4.773572e-07,5.226427999999999e-07,surface_code_improved,0.0001,5e-07,84219116c634ea0f5fc37ffaadf52208a6c49fa11ec33285028edacbc968d866,exact_commuting_pauli_clifford_canonical_v1,True,completed_valid,11.168826792039908,4,42,24,12,22,native Qiskit semantic circuit,3998,74723,True,equal_decimal,1210,2.2e-07,1.08625036e-07,0,8,11,264,29997,30261,1.0000000000000003e-13,1.2104400000000004e-08,1.4525280000000005e-07,4.235000000000004e-35,1.5735720000000006e-07,modest_4,4,4,968,11616,12584,0.0151305,380804424,190.402212,True,
ucc.qre.campaign-results.v1,w7-fixed-total-error-20260803-local,hdiag-4000,4000,semantic_first,semantic-first,completed_valid,20260803,1e-06,1e-07,4.5e-07,4.5e-07,1e-06,1e-07,4.726448e-07,5.273551999999999e-07,surface_code_improved,0.0001,5e-07,84219116c634ea0f5fc37ffaadf52208a6c49fa11ec33285028edacbc968d866,exact_commuting_pauli_clifford_canonical_v1,True,completed_valid,11.168826792039908,4,42,24,12,22,native Qiskit semantic circuit,3998,74723,True,equal_decimal,1210,2.2e-07,1.08625036e-07,0,8,11,264,7524,7788,1.0000000000000003e-13,3.115200000000001e-09,1.4952960000000005e-07,4.235000000000004e-35,1.5264480000000004e-07,parallel_16,16,16,968,46464,47432,0.003894,369400416,184.700208,True,
ucc.qre.campaign-results.v1,w7-fixed-total-error-20260803-local,hdiag-4000,4000,semantic_first,semantic-first,completed_valid,20260803,1e-06,1e-07,4.5e-07,4.5e-07,1e-06,1e-07,4.7620880000000004e-07,5.237911999999999e-07,surface_code_improved,0.0001,5e-07,84219116c634ea0f5fc37ffaadf52208a6c49fa11ec33285028edacbc968d866,exact_commuting_pauli_clifford_canonical_v1,True,completed_valid,11.168826792039908,4,42,24,12,22,native Qiskit semantic circuit,3998,74723,True,equal_decimal,1210,2.2e-07,1.08625036e-07,0,8,11,264,3762,4026,1.0000000000000003e-13,1.6104000000000004e-09,1.5459840000000004e-07,4.235000000000004e-35,1.5620880000000003e-07,parallel_32,32,32,968,92928,93896,0.002013,378025296,189.012648,True,
ucc.qre.campaign-results.v1,w7-fixed-total-error-20260803-local,hdiag-4000,4000,semantic_first,semantic-first,completed_valid,20260803,1e-06,1e-07,4.5e-07,4.5e-07,1e-06,1e-07,5.617690000000001e-07,4.382309999999999e-07,surface_code_conservative,0.001,1e-06,84219116c634ea0f5fc37ffaadf52208a6c49fa11ec33285028edacbc968d866,exact_commuting_pauli_clifford_canonical_v1,True,completed_valid,11.168826792039908,4,42,24,12,22,native Qiskit semantic circuit,3998,74723,True,t_cost_greedy,1180,4e-07,2.5682107199999996e-07,2,8,25,600,324500,325100,1.0000000000000008e-14,1.300400000000001e-08,4.876500000000004e-08,4.13000000000001e-38,6.176900000000006e-08,serial_1,1,1,5000,18750,23750,0.3251,7721125000,7721.125,True,
ucc.qre.campaign-results.v1,w7-fixed-total-error-20260803-local,hdiag-4000,4000,semantic_first,semantic-first,completed_valid,20260803,1e-06,1e-07,4.5e-07,4.5e-07,1e-06,1e-07,5.52304e-07,4.4769599999999996e-07,surface_code_conservative,0.001,1e-06,84219116c634ea0f5fc37ffaadf52208a6c49fa11ec33285028edacbc968d866,exact_commuting_pauli_clifford_canonical_v1,True,completed_valid,11.168826792039908,4,42,24,12,22,native Qiskit semantic circuit,3998,74723,True,t_cost_greedy,1180,4e-07,2.5682107199999996e-07,2,8,25,600,81125,81725,1.0000000000000008e-14,3.2690000000000027e-09,4.903500000000004e-08,4.13000000000001e-38,5.230400000000004e-08,modest_4,4,4,5000,75000,80000,0.08172499999999999,6538000000,6537.999999999999,True,
ucc.qre.campaign-results.v1,w7-fixed-total-error-20260803-local,hdiag-4000,4000,semantic_first,semantic-first,completed_valid,20260803,1e-06,1e-07,4.5e-07,4.5e-07,1e-06,1e-07,5.51118e-07,4.48882e-07,surface_code_conservative,0.001,1e-06,84219116c634ea0f5fc37ffaadf52208a6c49fa11ec33285028edacbc968d866,exact_commuting_pauli_clifford_canonical_v1,True,completed_valid,11.168826792039908,4,42,24,12,22,native Qiskit semantic circuit,3998,74723,True,t_cost_greedy,1180,4e-07,2.5682107199999996e-07,2,8,25,600,20350,20950,1.0000000000000008e-14,8.380000000000006e-10,5.028000000000004e-08,4.13000000000001e-38,5.1118000000000035e-08,parallel_16,16,16,5000,300000,305000,0.02095,6389750000,6389.75,True,
ucc.qre.campaign-results.v1,w7-fixed-total-error-20260803-local,hdiag-4000,4000,semantic_first,semantic-first,completed_valid,20260803,1e-06,1e-07,4.5e-07,4.5e-07,1e-06,1e-07,5.52151e-07,4.4784899999999995e-07,surface_code_conservative,0.001,1e-06,84219116c634ea0f5fc37ffaadf52208a6c49fa11ec33285028edacbc968d866,exact_commuting_pauli_clifford_canonical_v1,True,completed_valid,11.168826792039908,4,42,24,12,22,native Qiskit semantic circuit,3998,74723,True,t_cost_greedy,1180,4e-07,2.5682107199999996e-07,2,8,25,600,10175,10775,1.0000000000000008e-14,4.310000000000003e-10,5.172000000000004e-08,4.13000000000001e-38,5.215100000000004e-08,parallel_32,32,32,5000,600000,605000,0.010775,6518875000,6518.875,True,
ucc.qre.campaign-results.v1,w7-fixed-total-error-20260803-local,hdiag-4000,4000,semantic_first,semantic-first,completed_valid,20260803,1e-06,1e-07,4.5e-07,4.5e-07,1e-06,1e-07,6.873344e-07,3.1266559999999993e-07,surface_code_improved,0.0001,5e-07,84219116c634ea0f5fc37ffaadf52208a6c49fa11ec33285028edacbc968d866,exact_commuting_pauli_clifford_canonical_v1,True,completed_valid,11.168826792039908,4,42,24,12,22,native Qiskit semantic circuit,3998,74723,True,t_cost_greedy,1180,4e-07,2.5682107199999996e-07,2,8,11,264,116820,117084,1.0000000000000003e-13,4.683360000000001e-08,1.4050080000000004e-07,4.1300000000000036e-35,1.8733440000000005e-07,serial_1,1,1,968,2904,3872,0.058542,453349248,226.674624,True,
ucc.qre.campaign-results.v1,w7-fixed-total-error-20260803-local,hdiag-4000,4000,semantic_first,semantic-first,completed_valid,20260803,1e-06,1e-07,4.5e-07,4.5e-07,1e-06,1e-07,6.532388000000001e-07,3.4676119999999987e-07,surface_code_improved,0.0001,5e-07,84219116c634ea0f5fc37ffaadf52208a6c49fa11ec33285028edacbc968d866,exact_commuting_pauli_clifford_canonical_v1,True,completed_valid,11.168826792039908,4,42,24,12,22,native Qiskit semantic circuit,3998,74723,True,t_cost_greedy,1180,4e-07,2.5682107199999996e-07,2,8,11,264,29205,29469,1.0000000000000003e-13,1.1787600000000003e-08,1.4145120000000005e-07,4.1300000000000036e-35,1.5323880000000006e-07,modest_4,4,4,968,11616,12584,0.0147345,370837896,185.418948,True,
